region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,days_between_chargeoff_and_min_pay_date,days_between_judgment_and_min_pay_date,avg_days_between_payments,avg_monthly_payment(duration>=365days),avg_pay_to_chargeoff_ratio,avg_pay_to_judgment_ratio,closed_w_max_pmt_within_5_yrs_of_min_pmt
midwest,1,Dormant Judgment,26454.94,1,1,1,26701.55,1,541.0,0,1,1,1,0,0,0,0,28.0,-513.0,1004.0,71.67739271,0.08941770421705739,0.08859186077212747,0
midwest,1,Dormant Judgment,5843.83,1,1,1,5346.11,1,948.0,0,1,1,1,0,0,0,0,31.0,-917.0,1038.3333,16.87065474,0.09851644098134273,0.10768826928364737,0
hi_ak,1,Suit,11423.42,1,0,0,,0,,0,1,1,0,0,0,0,0,23.0,,0.0,,0.7816065591565399,,0
midwest,1,Dormant Judgment,8278.65,1,0,1,8416.65,1,894.0,0,1,1,1,0,0,0,0,19.0,-875.0,121.8837,48.87019764,0.023643474056760462,0.023255813952106835,0
midwest,1,Dormant Judgment,,0,1,1,7641.69,1,1976.0,0,1,1,0,0,0,1,1,3822.0,1846.0,37.4085,70.4753442,,0.011339114776966877,0
northeast,1,Dormant Judgment,,0,0,1,2480.29,1,592.0,0,1,1,0,1,0,1,0,1594.0,1002.0,669.0,25.03848046,,0.2219522717101629,0
southeast,1,Dormant Judgment,1767.12,1,1,1,1880.44,1,1160.0,1,0,1,0,0,0,0,1,643.0,-517.0,0.0,,0.05108311829417357,0.04800472229903639,0
west,1,Dormant Judgment,21330.77,1,1,1,19952.09,1,1694.0,1,0,1,0,0,0,1,1,68.0,-1626.0,25.9286,,0.006054901642087932,0.0064732924871529745,0
southwest,1,Dormant Judgment,4611.68,1,1,1,4850.82,1,1695.0,1,1,1,0,1,0,1,1,453.0,-1242.0,114.0,,0.010842035874128299,0.010307535633150684,0
west,1,Dormant Judgment,2364.4,1,1,1,2642.7,1,662.0,1,0,1,0,0,0,0,0,222.0,-440.0,0.0,,0.010573507020808661,0.009460021947250919,0
midwest,1,Dormant Judgment,1261.5,1,1,1,1229.79,1,1232.0,1,0,1,0,0,0,0,1,1323.0,91.0,0.0,,0.0073483947681331745,0.0075378723196643325,0
west,1,Dormant Judgment,6504.84,1,1,1,5330.7,1,942.0,1,1,1,1,0,0,0,1,1064.0,122.0,68.9048,61.01063018,0.021247914737334048,0.025927980509126383,0
midwest,1,Dormant Judgment,2393.66,1,0,1,2311.66,1,934.0,1,0,1,0,0,0,0,1,947.0,13.0,0.0,,0.0417770276480369,0.04325895676699861,0
southeast,1,Dormant Judgment,2604.91,1,1,1,1829.91,1,829.0,1,1,1,1,0,0,0,1,456.0,-373.0,1.0,,0.3838904223178536,0.5464749632495587,0
west,1,Dormant Judgment,3172.81,1,1,1,3321.81,1,721.0,1,0,1,0,0,0,0,1,628.0,-93.0,41.5455,38.85291366,0.016733088048133987,0.01598252431355195,0
southeast,1,Dormant Judgment,2475.05,1,1,1,2158.05,1,1695.0,1,0,1,0,0,0,0,1,1151.0,-544.0,29.6364,,0.020201612088644672,0.023169064664859476,0
northeast,1,Dormant Judgment,1889.8,1,1,1,1984.8,1,616.0,1,0,0,0,0,0,0,1,587.0,-29.0,22.3333,,0.027775425971002222,0.026445989520354696,0
northeast,1,Dormant Judgment,1089.19,1,1,1,1064.19,1,864.0,1,0,0,0,0,0,0,1,798.0,-66.0,0.0,,0.022952836511536095,0.023492045593362085,0
west,1,Dormant Judgment,1690.06,1,1,1,1848.06,1,931.0,1,0,1,0,0,0,0,1,2212.0,1281.0,29.1379,31.30046099,0.017750849082281105,0.016233239180546085,0
northeast,1,Dormant Judgment,1859.64,1,1,1,1838.64,1,1261.0,1,0,1,0,0,0,0,0,652.0,-609.0,0.0,,0.03226430922113958,0.032632815559326456,0
southeast,1,Dormant Judgment,3442.01,1,1,1,3592.01,1,1218.0,1,0,1,0,0,0,0,0,730.0,-488.0,53.5,,0.014526395914015356,0.013919783074100573,0
southeast,1,Dormant Judgment,965.15,1,1,1,1040.89,1,1161.0,1,0,1,0,0,0,0,1,1157.0,-4.0,79.3333,,0.03277210796249288,0.03038745688785558,0
northeast,1,Dormant Judgment,1458.64,1,1,1,1688.64,1,450.0,1,0,1,0,0,0,0,1,561.0,111.0,7.0,,0.03126542532770251,0.027006940496494217,0
northeast,1,Dormant Judgment,4018.18,1,1,1,4253.18,1,526.0,1,0,1,0,0,0,0,0,575.0,49.0,0.0,,0.008088238953954278,0.007641341302272652,0
northeast,1,Dormant Judgment,4511.23,1,1,1,4698.45,1,562.0,1,1,1,0,1,0,0,1,992.0,430.0,0.0,,0.5419431064255203,0.5203481999382775,0
southeast,1,Dormant Judgment,1292.39,1,1,1,1585.39,1,810.0,1,0,1,0,0,0,0,1,940.0,130.0,0.0,,0.24778124250419764,0.20198815433426476,0
midwest,1,Dormant Judgment,,0,0,1,1638.12,1,3957.0,1,0,1,0,0,0,1,0,4471.0,514.0,6.5,,,0.03154530803604132,0
midwest,1,Dormant Judgment,,0,0,1,1991.83,1,2680.0,0,1,1,0,0,0,1,0,5709.0,3029.0,0.0,,,0.07378641751555103,0
midwest,1,Dormant Judgment,,0,1,1,4164.9,1,1991.0,0,1,1,0,0,0,1,1,5539.0,3548.0,462.6667,41.95200297,,0.15322416703882447,0
northeast,1,Dormant Judgment,,0,1,1,1693.52,1,731.0,1,1,1,0,1,0,1,0,3417.0,2686.0,280.1818,21.37293446,,0.11621249338655582,0
southeast,1,Dormant Judgment,1361.05,1,1,1,1742.52,1,518.0,1,1,1,0,1,0,1,1,3735.0,3217.0,12.0909,,0.16822039131552846,0.13139382250992815,1
west,1,Dormant Judgment,,0,0,1,10304.22,1,1524.0,1,1,1,0,0,0,0,1,4720.0,3196.0,0.0,,,1.1645714086073473,1
northeast,1,Dormant Judgment,,0,1,1,2339.13,1,1226.0,1,1,1,1,1,0,0,1,2664.0,1438.0,16.08,254.0605845,,0.057523609205131825,1
southwest,1,Dormant Judgment,1213.1,1,0,1,1493.1,1,1476.0,1,0,0,0,0,0,1,1,3962.0,2486.0,0.0,,0.5767620146731515,0.46860223695666736,1
northeast,1,Dormant Judgment,,0,1,1,1638.74,1,891.0,1,1,0,0,0,0,0,1,1764.0,873.0,0.0,,,1.068674713499396,1
midwest,1,Dormant Judgment,,0,0,1,1004.65,1,1023.0,1,0,1,0,0,0,1,1,2559.0,1536.0,29.3571,51.60088532,,0.0496000739461504,1
southeast,1,Dormant Judgment,5380.54,1,0,1,5584.63,1,161.0,1,1,1,0,0,1,1,1,5272.0,5111.0,12.3137,692.275774,0.05213530210722345,0.050230020323638276,1
southwest,0,Dormant Judgment,3729.15,1,0,1,4691.44,1,365.0,1,0,0,0,0,0,1,1,2479.0,2114.0,0.0,,0.32178914766099515,0.25578500417782174,1
southeast,1,Dormant Judgment,,0,0,1,13490.49,1,848.0,1,1,1,0,1,0,0,1,3011.0,2163.0,0.0,,,0.3706314596430523,1
northeast,1,Dormant Judgment,,0,1,1,3350.35,1,1434.0,1,0,1,0,0,1,0,1,3135.0,1701.0,15.5,,,0.35454504753234733,1
southwest,1,Dormant Judgment,10838.95,1,0,1,13767.69,1,692.0,1,1,0,1,0,0,1,1,4361.0,3669.0,0.0,,0.9225985911919512,0.7263382600857514,1
west,1,Dormant Judgment,3635.75,1,1,1,11952.55,1,4556.0,1,1,1,0,1,0,1,1,2959.0,-1597.0,33.2034,213.3835578,0.06405737748745101,0.019485098175703094,0
southeast,1,Dormant Judgment,,0,0,1,1699.7,1,411.0,1,1,1,0,1,0,0,1,1840.0,1429.0,57.375,165.3126104,,0.18373830676001648,1
west,1,Dormant Judgment,3093.41,1,0,1,4518.36,1,1435.0,1,1,1,0,0,0,0,1,2227.0,792.0,0.0,,1.8168041093809097,1.243840685558477,1
southeast,1,Dormant Judgment,,0,1,1,944.18,1,2269.0,1,1,1,0,0,0,1,1,3894.0,1625.0,314.0,60.24493641,,0.6593022516892966,1
southwest,1,Dormant Judgment,1933.4,1,0,1,2807.71,1,1164.0,1,0,0,0,0,0,0,1,3187.0,2023.0,3.5,,0.2586117720078618,0.1780810696261366,1
southwest,1,Dormant Judgment,2170.85,1,0,1,3033.74,1,395.0,1,1,1,0,1,0,0,1,2691.0,2296.0,13.0667,,0.09643657244858006,0.06900701223572225,1
northeast,1,Dormant Judgment,,0,1,1,7767.41,1,1289.0,1,1,1,1,0,0,0,1,2279.0,990.0,16.2184,239.6340362,,0.01645075644262373,1
southeast,1,Dormant Judgment,1084.05,1,0,1,1226.01,1,198.0,1,1,1,0,1,0,0,1,4851.0,4653.0,0.0,,2.0432636870993037,1.8066736812913435,1
southwest,1,Dormant Judgment,,0,0,0,2727.17,1,1069.0,1,1,0,0,0,0,1,1,3795.0,2726.0,0.0,,,1.4320302731402883,1
midwest,1,Dormant Judgment,1619.73,1,1,1,1780.68,1,1588.0,1,1,1,0,0,0,1,1,2128.0,540.0,252.8,15.7298753,0.08069184370234546,0.07339836466967675,0
northeast,1,Dormant Judgment,1102.93,1,1,1,1446.28,1,2205.0,1,1,1,0,1,0,0,1,4335.0,2130.0,23.375,,0.2573044073513278,0.1962197845507094,1
west,1,Dormant Judgment,3657.84,1,0,1,5913.65,1,1120.0,1,1,1,0,0,0,0,1,2065.0,945.0,26.6,,0.13669269295540537,0.0845501509220194,1
southwest,1,Dormant Judgment,,0,0,1,2530.47,1,1123.0,1,1,0,0,0,0,0,1,4833.0,3710.0,72.2353,92.52897531,,0.08685157069635285,1
northeast,1,Dormant Judgment,,0,1,1,6058.34,1,1087.0,1,1,1,1,0,0,0,1,3784.0,2697.0,0.0,,,0.6532465989033299,1
southeast,1,Dormant Judgment,,0,1,1,7657.05,1,2064.0,1,1,1,0,0,0,1,1,3457.0,1393.0,617.0,116.6861231,,0.3090833502458519,0
northeast,1,Dormant Judgment,,0,1,1,2056.93,1,1837.0,1,1,1,0,1,0,0,0,4390.0,2553.0,22.75,,,0.28533785787557187,1
west,1,Dormant Judgment,,0,0,1,2980.94,1,1429.0,1,1,1,0,1,0,1,0,4418.0,2989.0,16.2727,323.0406668,,0.058045753721980314,1
southeast,1,Dormant Judgment,,0,1,1,2875.88,1,1715.0,1,1,1,0,1,0,0,1,4250.0,2535.0,10.5,,,0.4516574057332016,1
midwest,1,Dormant Judgment,,0,0,1,2742.93,1,1370.0,1,1,1,0,0,0,0,0,5184.0,3814.0,483.3333,35.53283764,,0.2058540805999424,0
southeast,1,Dormant Judgment,,0,0,1,1535.0,1,529.0,1,1,1,0,1,0,1,1,2646.0,2117.0,23.4,,,0.28703583061889254,1
northeast,1,Dormant Judgment,,0,1,1,1687.55,1,1995.0,1,1,1,1,1,0,1,1,4928.0,2933.0,66.5455,127.5488853,,0.16547388492192824,1
northeast,1,Dormant Judgment,2096.16,1,1,1,2287.31,1,1101.0,1,1,0,0,0,0,1,0,3341.0,2240.0,38.35,131.0495155,0.07887518128387147,0.07228359951209062,1
northeast,1,Dormant Judgment,,0,1,1,2516.36,1,1461.0,1,1,1,0,0,0,1,1,2362.0,901.0,247.0,206.4163553,,0.6670289624695989,1
southeast,1,Dormant Judgment,,0,1,1,2252.74,1,1545.0,1,1,1,0,0,0,1,1,4784.0,3239.0,1.2353,,,0.09917073537114804,1
southeast,1,Dormant Judgment,,0,1,1,2937.35,1,1194.0,1,1,1,0,1,0,0,1,3087.0,1893.0,16.2593,277.9859633,,0.05067038885389892,1
southwest,1,Dormant Judgment,1774.69,1,1,1,2606.6,1,1258.0,1,1,0,1,0,0,1,1,4730.0,3472.0,25.2857,,0.136901173106289,0.09320844889894883,1
southwest,1,Dormant Judgment,,0,0,1,3374.3,1,1326.0,1,0,0,0,0,0,0,1,3590.0,2264.0,0.0,,,1.0372521708206146,1
midwest,1,Dormant Judgment,989.28,1,0,1,1418.7,1,1961.0,1,1,1,0,0,0,0,1,3014.0,1053.0,28.4516,75.26453087,0.07119808215065501,0.04964745098329456,1
west,1,Dormant Judgment,1847.65,1,0,1,2878.37,1,1222.0,1,1,1,0,1,0,0,0,3801.0,2579.0,0.0,,2.1649121857494653,1.3896754065669112,1
west,1,Dormant Judgment,,0,0,1,3206.32,1,1459.0,1,1,1,0,1,0,0,1,3779.0,2320.0,12.6667,,,0.11154116454377604,1
northeast,1,Dormant Judgment,,0,1,1,1245.78,1,1478.0,1,1,1,0,1,0,0,1,3541.0,2063.0,9.1,,,0.15465250686317009,1
southwest,1,Dormant Judgment,5662.5,1,0,1,8724.5,1,936.0,1,0,0,0,0,0,1,1,4045.0,3109.0,19.0,,1.2845386313465783,0.8337096681758267,1
southeast,1,Dormant Judgment,3863.78,1,1,1,4485.3,1,1487.0,1,1,1,0,1,0,1,1,3860.0,2373.0,11.1905,,0.08515174751150427,0.07335242213452833,1
northeast,1,Dormant Judgment,2506.1,1,1,1,3960.41,1,2028.0,1,0,1,0,0,0,1,1,3483.0,1455.0,85.625,148.6354956,0.16709229480068633,0.10573400228764195,1
midwest,1,Dormant Judgment,,0,0,1,8319.26,1,711.0,1,0,1,0,0,0,1,1,2931.0,2220.0,0.0,,,0.1615011431305188,1
northeast,1,Dormant Judgment,,0,1,1,955.33,1,1759.0,1,1,1,1,0,0,1,1,3924.0,2165.0,0.0,,,1.541760438801252,1
west,1,Dormant Judgment,,0,1,1,17789.31,1,4125.0,1,1,1,1,0,0,1,1,1050.0,-3075.0,0.0,,,0.007867646356154343,0
midwest,1,Dormant Judgment,,0,0,1,4555.97,1,716.0,1,1,1,0,1,0,1,1,2667.0,1951.0,7.9859,384.1251214,,0.022160522589042508,1
midwest,1,Dormant Judgment,,0,1,1,2093.09,1,1067.0,1,1,1,0,0,1,0,0,1141.0,74.0,36.6,,,0.07644200679378335,0
southeast,1,Dormant Judgment,2004.96,1,1,1,2619.97,1,1002.0,1,1,1,0,1,0,0,1,3647.0,2645.0,13.0645,359.6371448,0.07718294115593329,0.059065069332854964,1
southeast,1,Dormant Judgment,5323.82,1,1,1,7374.8,1,1087.0,1,1,1,0,1,0,0,1,3537.0,2450.0,0.0,,0.685597935317122,0.4949286760318924,1
northeast,1,Dormant Judgment,,0,1,1,1190.52,1,1422.0,1,1,1,1,0,0,1,1,2765.0,1343.0,0.0,,,1.043048415818298,1
southwest,1,Dormant Judgment,2508.51,1,0,1,4020.21,1,1579.0,1,1,0,1,0,0,1,1,5473.0,3894.0,0.0,,2.84668588126019,1.7762604441061536,1
southwest,1,Dormant Judgment,2969.75,1,0,1,3985.77,1,1284.0,1,1,0,0,0,0,1,1,4942.0,3658.0,0.0,,1.5492886606616718,1.1543566236887728,1
midwest,1,Dormant Judgment,3062.48,1,0,1,5517.13,1,908.0,1,1,1,0,1,0,0,1,2330.0,1422.0,8.1273,592.1688199,0.05174706891147044,0.028724058269426315,1
northeast,1,Dormant Judgment,,0,1,1,3705.64,1,640.0,1,1,1,0,0,0,1,1,2558.0,1918.0,0.0,,,0.7275099577940652,1
midwest,1,Dormant Judgment,,0,0,1,2855.63,1,980.0,1,1,1,0,1,0,1,0,3301.0,2321.0,26.25,309.3548721,,0.09365161978267492,1
west,1,Dormant Judgment,1583.07,1,0,1,2904.49,1,936.0,1,1,1,0,0,0,0,1,3077.0,2141.0,43.45,158.4004453,0.1430025204191855,0.07794242706981261,1
southeast,1,Dormant Judgment,,0,1,1,2509.98,1,573.0,1,1,1,0,0,1,1,1,3018.0,2445.0,95.25,110.0151947,,0.13734571590211875,1
northeast,1,Dormant Judgment,949.21,1,1,1,1256.12,1,69.0,1,1,1,0,1,0,1,1,3484.0,3415.0,41.5,,1.3434803678848726,1.0152254561666083,1
west,1,Dormant Judgment,5926.09,1,1,1,17608.04,1,4576.0,1,1,1,0,0,0,1,0,2004.0,-2572.0,303.7,2.961345774,0.004987774400996272,0.0016786649735007417,0
northeast,1,Dormant Judgment,,0,1,1,1785.93,1,883.0,1,1,1,1,0,0,1,1,2859.0,1976.0,47.5833,101.4089537,,0.08892519118890437,1
west,1,Dormant Judgment,,0,0,1,2937.37,1,1098.0,1,1,1,1,1,0,1,1,4039.0,2941.0,104.0,,,0.9614059515825382,1
midwest,1,Dormant Judgment,694.28,1,0,1,1062.04,1,847.0,1,1,1,0,1,0,1,1,3072.0,2225.0,11.8333,,0.45385867373394023,0.2966978644872133,1
west,1,Dormant Judgment,2686.03,1,0,1,3357.21,1,566.0,1,1,1,0,1,0,1,1,2596.0,2030.0,25.8421,338.0771216,0.10708153315487913,0.08567358327301539,1
west,1,Dormant Judgment,,0,0,1,4982.36,1,730.0,1,1,1,0,1,0,1,1,2795.0,2065.0,13.6667,608.3223244,,0.05495628577621851,1
midwest,1,Dormant Judgment,,0,0,1,2262.8,1,2103.0,1,1,1,1,1,0,1,1,4280.0,2177.0,73.1111,146.056032,,0.1552795946172883,1
northeast,1,Dormant Judgment,1970.43,1,1,1,3047.86,1,1962.0,1,1,1,0,0,0,1,1,4195.0,2233.0,0.0,,2.373882858056363,1.534706318531691,1
southwest,1,Dormant Judgment,4098.49,1,0,1,4598.49,1,1272.0,1,1,0,0,0,0,1,1,3068.0,1796.0,0.0,,0.8539730486105859,0.7611194109370685,1
southwest,1,Dormant Judgment,2879.37,1,0,1,3615.8,1,1426.0,1,1,0,1,0,0,1,1,3712.0,2286.0,0.0,,1.0370324063944545,0.8258200121688146,1
west,1,Dormant Judgment,3032.6,1,0,1,2861.6,1,1428.0,1,1,1,1,0,0,1,1,4035.0,2607.0,79.75,,0.424155839873376,0.44950202683813256,1
southeast,1,Dormant Judgment,,0,0,1,1794.58,1,1059.0,1,1,1,0,1,0,1,1,2812.0,1753.0,45.5,,,0.3529906719120909,1
west,1,Dormant Judgment,596.27,1,0,1,936.27,1,440.0,1,1,1,0,1,0,1,1,1318.0,878.0,109.5,55.64790234,0.33626265500528285,0.2141511885460391,1
northeast,1,Dormant Judgment,1556.43,1,0,0,1831.92,1,684.0,1,0,0,0,0,0,1,1,2779.0,2095.0,0.0,,0.8238854301189259,0.6999868989912222,1
southeast,1,Dormant Judgment,,0,1,1,1836.35,1,1108.0,0,1,1,0,1,0,1,1,2895.0,1787.0,56.0,,,0.45479347618917965,1
southeast,1,Dormant Judgment,,0,1,1,2442.92,1,465.0,1,1,1,1,0,0,1,1,3435.0,2970.0,0.0,,,1.9758076400373321,1
midwest,1,Dormant Judgment,2235.48,1,0,1,2257.64,1,464.0,1,1,1,0,1,0,1,1,1023.0,559.0,18.6667,155.3727484,0.04271002532342047,0.04229080252387449,1
midwest,1,Dormant Judgment,842.86,1,0,1,1071.86,1,319.0,1,1,1,0,1,0,1,1,1057.0,738.0,12.5714,,0.20688743433073106,0.16268649161271062,1
hi_ak,1,Dormant Judgment,3279.58,1,1,1,3459.58,1,1533.0,1,1,1,0,1,0,1,1,2338.0,805.0,0.0,,0.9147512791272053,0.8671572849883512,1
west,1,Dormant Judgment,10605.42,1,0,1,12799.91,1,697.0,1,1,1,1,0,0,1,1,3024.0,2327.0,102.6667,,0.5179188251856127,0.4291238506364498,1
west,1,Dormant Judgment,1858.53,1,1,1,2193.37,1,499.0,0,1,1,0,1,0,1,1,1927.0,1428.0,12.875,,0.20051330890542526,0.1699029347533704,1
west,1,Dormant Judgment,1838.15,1,1,1,2094.15,1,539.0,1,1,1,1,0,0,1,1,2246.0,1707.0,1.0,,1.7854255637461578,1.5671656758111883,1
west,1,Dormant Judgment,4464.57,1,1,1,4682.57,1,1169.0,0,1,1,0,0,0,1,1,2650.0,1481.0,0.0,,1.4281644144900854,1.3616753193225088,1
southwest,1,Dormant Judgment,,0,1,1,1005.98,1,1055.0,1,1,0,0,0,0,1,1,1761.0,706.0,0.0,,,0.4915604683989741,1
southwest,1,Dormant Judgment,,0,0,0,1498.56,1,1605.0,1,0,1,0,0,0,1,1,2494.0,889.0,0.0,,,1.1164451206491566,1
southwest,1,Dormant Judgment,,0,0,0,3448.41,1,402.0,1,0,1,0,0,0,0,1,3641.0,3239.0,0.0,,,0.5,1
northeast,1,Dormant Judgment,,0,1,1,2364.89,1,1090.0,1,1,1,0,1,0,0,1,3340.0,2250.0,24.75,,,0.145052201159462,1
west,1,Dormant Judgment,1188.11,1,1,1,2371.35,1,1054.0,1,1,1,0,0,0,1,1,2196.0,1142.0,17.6667,,0.644721448350742,0.32302275075379006,1
southwest,1,Dormant Judgment,1512.99,1,0,0,1691.99,1,554.0,1,0,1,0,0,0,1,1,965.0,411.0,9.6667,,0.15367473235117218,0.13741708479364537,1
west,1,Dormant Judgment,3066.44,1,0,1,4463.84,1,1196.0,1,1,1,0,1,0,1,1,3660.0,2464.0,29.0,,0.3261110603827239,0.22402236639306067,1
northeast,1,Dormant Judgment,855.69,1,1,1,1259.21,1,770.0,1,1,1,1,1,0,1,1,2633.0,1863.0,26.1429,,0.22141029040890978,0.15045828050920815,1
midwest,1,Dormant Judgment,1446.3,1,0,1,1744.1,1,1769.0,1,1,1,1,0,0,1,1,4422.0,2653.0,98.5,,0.8326591993362373,0.6904850639298207,1
southeast,1,Dormant Judgment,,0,1,1,3235.73,1,639.0,1,1,1,0,1,0,1,1,2943.0,2304.0,0.0,,,1.6182777920283833,1
southwest,1,Dormant Judgment,2711.04,1,0,1,4184.58,1,348.0,1,0,0,0,0,0,1,1,4031.0,3683.0,0.0,,1.1534318932955618,0.7472673482165474,1
southeast,1,Dormant Judgment,2041.31,1,0,1,2531.06,1,996.0,1,1,1,0,1,0,1,1,2855.0,1859.0,44.1429,,0.24125683997041117,0.19457460510616106,1
northeast,1,Dormant Judgment,474.97,1,1,1,1071.42,1,1172.0,1,1,0,1,0,0,1,1,2580.0,1408.0,0.0,,1.2632376781691474,0.5600044800358402,1
southwest,1,Dormant Judgment,,0,0,1,2979.16,1,464.0,1,1,0,1,0,0,1,1,3407.0,2943.0,0.0,,,1.4969991541239813,1
midwest,1,Dormant Judgment,,0,0,1,2516.21,1,1232.0,1,1,1,0,1,0,1,1,3953.0,2721.0,12.8333,,,0.13369412727872473,1
southwest,1,Dormant Judgment,4654.72,1,1,1,4118.35,1,699.0,1,1,1,1,0,0,1,1,841.0,142.0,6.4,,0.05118331500068747,0.05784938142702781,0
northeast,1,Dormant Judgment,,0,1,1,629.54,1,803.0,1,1,1,0,1,0,1,1,3582.0,2779.0,22.4286,,,0.24893686548908728,1
northeast,1,Dormant Judgment,,0,1,1,1359.84,1,851.0,1,1,1,0,1,0,1,1,3943.0,3092.0,24.4286,,,0.26297841760795393,1
southeast,1,Dormant Judgment,1216.19,1,0,1,1625.79,1,944.0,1,1,1,0,1,0,1,1,2525.0,1581.0,35.0,,0.8709699964643682,0.6515386366012832,1
southeast,1,Dormant Judgment,,0,1,1,4391.79,1,532.0,1,0,1,0,0,0,0,1,2477.0,1945.0,0.0,,,0.7109401861200103,1
northeast,1,Dormant Judgment,,0,1,1,2127.32,1,471.0,1,0,1,0,1,0,1,1,3369.0,2898.0,29.2174,168.6815826,,0.07622900094955154,1
west,1,Dormant Judgment,5285.75,1,0,1,6387.43,1,1526.0,1,1,1,0,1,0,1,1,4110.0,2584.0,12.5588,804.5736492,0.06295383536867995,0.05209579366036105,1
west,1,Dormant Judgment,,0,0,1,2544.97,1,1287.0,1,1,1,1,0,0,1,1,3456.0,2169.0,69.0,,,0.8287268612203681,1
northeast,1,Dormant Judgment,,0,1,1,1403.77,1,685.0,1,1,1,0,1,0,1,1,3649.0,2964.0,21.0,,,0.8745520989905754,1
southeast,1,Dormant Judgment,,0,1,1,3676.34,1,1236.0,1,1,1,1,1,0,1,1,4293.0,3057.0,32.7903,71.41022994,,0.02093640817769847,0
west,1,Dormant Judgment,,0,0,1,1302.11,1,807.0,1,1,1,0,1,0,1,1,2896.0,2089.0,19.1053,,,0.08439055801737182,1
west,1,Dormant Judgment,,0,0,1,1758.87,1,1152.0,1,1,1,1,1,0,0,1,2980.0,1828.0,0.0,,,1.4902465787693235,1
west,1,Dormant Judgment,3814.54,1,0,1,5678.15,1,1557.0,1,1,1,1,0,0,1,1,3938.0,2381.0,0.0,,1.6273416978193964,1.0932363533897487,1
northeast,1,Dormant Judgment,,0,1,1,837.21,1,1009.0,1,0,1,0,1,0,1,1,2481.0,1472.0,25.8571,,,0.1453381725015229,1
west,1,Dormant Judgment,,0,0,1,1118.19,1,1007.0,1,1,1,0,1,0,1,1,2688.0,1681.0,15.5,,,0.3758082257934698,1
southwest,1,Dormant Judgment,,0,1,1,4545.1,1,1144.0,1,1,0,0,0,0,1,1,1161.0,17.0,47.375,175.7977042,,0.060361708213240634,0
west,1,Dormant Judgment,1462.64,1,1,1,1675.64,1,622.0,1,0,1,0,0,0,0,0,654.0,32.0,12.5,,0.09574126237488376,0.08357105344823469,0
midwest,1,Dormant Judgment,3852.9,1,1,1,4515.53,1,1286.0,1,0,1,0,0,0,0,0,2055.0,769.0,0.0,,0.06523397959978199,0.055661240208790555,0
southeast,1,Dormant Judgment,1341.64,1,0,1,1741.87,1,1268.0,1,0,1,0,0,0,1,1,2339.0,1071.0,0.0,,0.9454473629289526,0.7282116346225609,1
